person_id,age,gender,region,annual_income,credit_score,loan_amount,monthly_expense,savings_balance,investment_amount,employment_status,marital_status,home_ownership,credit_card_usage,num_credit_cards,loan_purpose,employment_years,debt_to_income_ratio,late_payment_history,savings_rate,housing_market_exposure,stock_market_exposure,bankruptcy_history,monthly_loan_installment,loan_default
FIN_3e26e6f261,72,Male,East,33870,621,34313,266,39152,34687,Employed,Divorced,Mortgage,16,4,Personal,15,0.13,4,0.29,117140,40375,No,790,0
FIN_b9d5b6d6fd,26,Female,North,77785,820,17626,3503,24646,35917,Self-Employed,Single,Mortgage,81,4,Education,33,0.21,3,0.08,110530,235638,No,1116,1
FIN_216fe5ba61,20,Other,South,48296,709,14576,864,6065,53289,Unemployed,Divorced,Mortgage,73,3,Business,23,0.77,8,0.22,189793,245230,No,1068,0
FIN_85d38a7ba9,48,Other,West,100833,758,17785,2442,17366,57789,Employed,Widowed,Mortgage,27,1,Car,11,0.9,3,0.15,91136,215596,No,1210,1
FIN_58bed4cb0e,57,Female,West,81201,630,34165,2888,28608,20979,Self-Employed,Widowed,Mortgage,79,3,Education,17,0.12,9,0.08,8564,146009,No,792,1
FIN_8fcd372c99,53,Female,South,45363,716,11328,3500,20537,31735,Unemployed,Widowed,Rent,48,3,Personal,16,0.15,4,0.2,105571,396139,No,1333,0
FIN_7cd52871b1,41,Female,North,48909,848,26657,2570,36204,88313,Unemployed,Married,Own,38,4,Personal,17,0.12,4,0.14,129652,331406,No,667,0
FIN_458c5f9080,23,Male,South,61178,483,24449,689,24863,42992,Employed,Divorced,Rent,19,5,Personal,35,0.17,0,0.12,218205,376220,No,2146,0
FIN_45f3a4150b,83,Male,West,97601,765,-4552,1256,23137,44865,Unemployed,Divorced,Own,78,4,Personal,30,0.81,4,0.02,136899,222704,No,1366,0
FIN_65f63ca458,21,Male,South,97183,770,23161,4097,-1654,77817,Self-Employed,Single,Own,84,1,Home,27,0.85,9,0.11,150268,145877,Yes,1004,1
FIN_cff01eeafd,23,Female,West,93393,656,20778,2833,4020,40909,Unemployed,Widowed,Rent,89,5,Education,22,0.31,4,0.17,54493,56646,Yes,300,1
FIN_67df3492ef,68,Female,South,55562,570,16078,2864,38360,74991,Unemployed,Widowed,Rent,99,2,Education,24,0.38,1,0.24,215515,131759,No,1911,1
FIN_24a7d27e50,79,Female,South,57496,605,25325,391,22928,41892,Retired,Married,Mortgage,76,1,Personal,23,0.26,6,0.18,66167,117509,No,888,0
FIN_abeeefa385,74,Female,East,74368,521,13565,2825,9006,43244,Employed,Divorced,Mortgage,32,4,Business,4,0.75,9,0.22,126405,221416,No,1560,1
FIN_028705eec5,83,Male,North,38961,609,8664,3907,-7579,72833,Unemployed,Divorced,Rent,83,4,Car,30,0.59,8,0.06,77975,73905,No,1783,0
FIN_fc1b97e28e,25,Female,East,86124,690,41886,4344,-5493,50844,Unemployed,Divorced,Own,63,3,Business,25,0.72,1,0.14,111717,216719,Yes,323,1
FIN_2a2e246858,43,Male,South,54583,563,16320,3390,-9959,63687,Unemployed,Married,Rent,17,3,Education,18,0.43,8,0.11,142107,253932,No,1767,0
FIN_8fa0f8570c,68,Female,West,81763,518,27592,2983,29533,32619,Self-Employed,Widowed,Own,90,1,Education,2,0.29,0,0.1,82074,222938,No,495,1
FIN_444b3e36c6,62,Male,South,56827,588,14260,604,15348,63748,Employed,Single,Own,39,4,Home,8,0.85,3,0.02,87340,259624,No,1063,0
FIN_8702fea9e5,61,Female,West,62463,695,21948,1684,36565,32225,Employed,Married,Mortgage,58,3,Home,9,0.84,8,0.08,39375,100561,No,1473,0
FIN_97fea89e6a,22,Male,West,27897,794,14998,1777,45276,48441,Retired,Widowed,Own,62,5,Car,13,0.89,3,0.3,134192,79020,No,760,0
FIN_a12a37f2ce,87,Female,East,92631,639,23174,3002,27654,55930,Employed,Widowed,Own,53,1,Education,17,0.47,0,0.05,96354,114056,No,1241,0
FIN_9bcd24c16c,43,Female,North,68648,650,9606,1330,27554,29509,Unemployed,Widowed,Own,6,5,Business,10,0.86,9,0.11,146889,267478,Yes,-74,0
FIN_9b3f2e1fa0,85,Female,North,7331,466,18222,1972,36487,42964,Self-Employed,Divorced,Mortgage,47,5,Car,35,0.57,2,0.05,72457,-80159,No,1093,1
FIN_8329cbb2fd,36,Male,South,68600,598,32242,3382,26279,90330,Retired,Divorced,Rent,61,4,Personal,5,0.31,2,0.24,18818,225482,No,1251,0
FIN_d769d7caae,37,Male,North,54452,568,17002,1415,2528,66617,Self-Employed,Divorced,Own,91,5,Personal,8,0.72,9,0.09,138923,93559,Yes,933,1
FIN_b0d9c8932b,29,Female,West,75971,608,33262,5125,21228,65215,Unemployed,Married,Rent,0,1,Business,36,0.78,7,0.28,61360,242049,No,564,0
FIN_013cb0e164,64,Female,East,38314,765,25972,2032,28946,33583,Self-Employed,Married,Mortgage,54,3,Home,14,0.33,0,0.28,89562,100966,No,1158,0
FIN_2b5f28db7e,18,Male,North,23729,626,17000,2630,1630,57096,Employed,Divorced,Rent,46,1,Car,0,0.82,1,0.02,107596,79659,No,991,0
FIN_11a3a08e7b,31,Female,East,78782,704,19878,3110,2416,67890,Retired,Married,Rent,63,3,Car,34,0.58,0,0.02,6980,195689,No,764,0
FIN_5c40c08899,81,Female,North,36042,694,24291,1198,20792,96814,Employed,Widowed,Mortgage,23,5,Car,22,0.29,7,0.01,130389,96777,No,856,0
FIN_997853e726,55,Male,East,58993,581,20748,3921,24996,39314,Retired,Married,Rent,93,2,Business,23,0.12,6,0.07,143691,316664,No,608,0
FIN_ea8f73046a,54,Male,North,111735,828,19690,4004,29964,-3733,Unemployed,Married,Mortgage,17,1,Business,15,0.8,9,0.2,144075,258016,No,1055,1
FIN_86f4fa4997,28,Male,East,46384,767,19644,3112,33518,44349,Retired,Married,Own,43,1,Car,31,0.46,9,0.2,58791,213067,No,1308,0
FIN_6c4359459e,20,Male,East,94292,500,21654,2513,27161,35705,Employed,Married,Rent,74,2,Education,12,0.85,4,0.26,171866,190894,No,751,0
FIN_bcaad309a8,50,Other,South,85300,520,33550,5152,-5074,25039,Self-Employed,Married,Rent,68,4,Business,35,0.77,7,0.26,147305,112306,No,1119,0
FIN_ad58e4cd4d,23,Male,East,82098,745,16193,2673,-20348,41977,Employed,Single,Mortgage,90,1,Business,28,0.67,8,0.29,110373,84379,Yes,1192,1
FIN_897f07dbf0,67,Female,East,67340,633,36555,1120,47220,64468,Unemployed,Divorced,Own,60,4,Personal,30,0.39,8,0.25,100651,144094,No,-29,0
FIN_cfcc068f63,27,Male,West,36926,525,15518,3094,37759,62316,Retired,Widowed,Rent,23,2,Home,4,0.5,3,0.24,64222,172927,No,1967,0
FIN_ad53d358ed,22,Male,South,39929,571,16116,1888,-14661,68678,Retired,Divorced,Own,16,1,Car,13,0.23,1,0.12,80644,141339,No,1053,0
FIN_9f50e45c38,40,Male,North,101362,568,13119,4045,16055,49807,Employed,Widowed,Mortgage,70,2,Education,18,0.78,9,0.22,93362,152299,Yes,1533,0
FIN_ac35def27e,27,Male,West,31640,546,44360,4202,11489,58137,Unemployed,Widowed,Own,62,3,Business,17,0.45,8,0.26,93735,189239,No,246,1
FIN_06c70911a6,61,Female,East,135053,636,33255,1197,22958,32438,Employed,Divorced,Own,28,1,Education,37,0.65,2,0.28,130767,191250,No,473,0
FIN_d9ce8e19b6,19,Male,West,43195,606,29886,3954,24513,57265,Unemployed,Widowed,Mortgage,77,3,Car,28,0.42,5,0.15,120515,119265,No,626,0
FIN_d8db2c87c9,30,Male,South,76453,582,26609,2093,23337,23032,Employed,Divorced,Rent,62,2,Car,12,0.11,6,0.14,-10465,376300,No,492,0
FIN_6624b3cd30,57,Female,South,95543,644,4833,2538,13624,30028,Retired,Divorced,Mortgage,22,5,Personal,19,0.84,2,0.03,153586,169614,No,1432,0
FIN_f7c43373e8,19,Male,South,37777,930,22263,4971,37948,60698,Self-Employed,Married,Own,21,5,Business,20,0.52,4,0.12,75961,258518,No,1038,0
FIN_a435f2ee95,82,Male,North,42314,481,18106,4108,8687,68806,Self-Employed,Widowed,Own,13,2,Education,1,0.31,8,0.16,21138,157276,No,634,1
FIN_83815a2560,80,Male,West,43901,636,9134,2681,6539,50835,Self-Employed,Single,Own,90,4,Education,36,0.35,9,0.27,53597,185465,No,1236,0
FIN_49f925c1ea,34,Female,West,100398,555,19210,4209,12692,68647,Unemployed,Married,Mortgage,37,1,Education,1,0.59,7,0.16,91324,163628,No,1008,0
FIN_276f4295bf,26,Female,East,55776,717,38650,3697,16360,48939,Unemployed,Married,Rent,34,5,Home,9,0.74,5,0.23,146381,220840,No,1697,0
FIN_5f813b22cc,32,Male,North,79480,650,22625,2447,18914,77671,Retired,Married,Own,78,2,Business,28,0.58,8,0.2,84566,266529,No,1416,1
FIN_a1d846660c,41,Male,South,74793,621,29013,1058,27342,64250,Self-Employed,Married,Rent,4,4,Education,31,0.22,4,0.12,108394,147546,No,545,0
FIN_83b2e90c95,55,Male,East,94706,417,29734,2688,29583,22088,Employed,Married,Rent,55,4,Home,4,0.9,6,0.24,68952,74931,No,694,0
FIN_b4dfb1b2a2,52,Male,South,64566,766,37621,3657,16455,51551,Self-Employed,Married,Own,5,5,Education,24,0.73,3,0.04,110111,136227,No,772,0
FIN_99cd5263be,66,Male,South,12691,516,29008,3766,-14933,58433,Unemployed,Single,Mortgage,31,4,Business,29,0.15,4,0.29,63755,83556,No,1921,0
FIN_10954174c9,86,Female,East,67296,611,15596,5033,21301,48973,Unemployed,Single,Rent,87,4,Home,4,0.55,7,0.06,80313,297641,Yes,1179,0
FIN_4badab6df5,79,Female,West,53023,629,25313,2346,51314,28502,Unemployed,Married,Mortgage,13,5,Car,1,0.41,8,0.25,70886,159071,No,1412,0
FIN_d3b6ccaa75,77,Female,North,60831,758,31730,900,49263,52085,Unemployed,Divorced,Mortgage,75,1,Business,16,0.72,3,0.13,80228,100107,Yes,1127,0
FIN_e19222aad7,67,Female,East,45459,900,30291,4164,21038,47627,Self-Employed,Divorced,Rent,3,2,Car,11,0.22,9,0.1,41601,146921,No,738,1
FIN_6618d31e0f,26,Female,South,43039,572,33166,3780,17344,29482,Retired,Married,Rent,49,3,Personal,7,0.37,7,0.19,171971,226641,No,431,0
FIN_840c4bac4f,51,Female,East,50009,691,556,1647,-15110,28735,Unemployed,Widowed,Own,42,5,Education,18,0.82,5,0.3,48880,279309,Yes,1122,1
FIN_1bfaff4c9d,52,Female,South,65251,680,11675,879,8390,46714,Retired,Widowed,Own,82,4,Personal,39,0.77,3,0.22,68142,306042,No,1019,0
FIN_e2650a082e,18,Female,North,62893,620,31903,3715,18731,48492,Employed,Married,Rent,38,1,Personal,31,0.52,0,0.04,124066,149154,No,1116,0
FIN_f2737bb0e1,57,Female,North,67753,773,6234,4531,3057,52828,Employed,Widowed,Own,70,5,Education,21,0.64,8,0.19,-794,173255,No,1900,0
FIN_a170fd1ee8,81,Female,South,31121,798,22840,3425,7132,42426,Retired,Single,Rent,12,1,Car,21,0.32,1,0.24,87426,196637,No,1080,0
FIN_66f930045c,39,Male,West,105447,712,19796,3091,31130,48260,Self-Employed,Divorced,Rent,68,3,Business,22,0.64,1,0.04,75951,179456,No,1162,0
FIN_8f2802ac0c,77,Female,West,70168,508,12940,2726,33535,42294,Self-Employed,Divorced,Rent,85,2,Home,37,0.69,5,0.09,127324,118979,Yes,1499,0
FIN_50c3707ff8,81,Female,East,67144,598,4353,6092,34982,81756,Self-Employed,Widowed,Mortgage,9,3,Car,8,0.64,2,0.13,19810,182355,No,1263,1
FIN_4a8903b00a,89,Male,North,64694,663,23607,1444,32641,26774,Employed,Married,Mortgage,75,4,Business,31,0.29,4,0.05,8497,205485,Yes,1124,1
FIN_306ad6a167,28,Male,West,71565,624,24137,2370,35886,35537,Unemployed,Widowed,Own,7,4,Education,29,0.5,5,0.15,108063,245089,No,1605,0
FIN_009d38408a,31,Female,North,103125,648,27181,2561,30701,51205,Retired,Single,Own,81,4,Personal,39,0.83,8,0.25,92254,73985,No,849,0
FIN_5e8b35a421,77,Female,East,39642,573,11008,987,45486,49007,Unemployed,Widowed,Rent,9,4,Car,22,0.5,2,0.12,108510,383874,No,1033,0
FIN_57645040e7,47,Female,East,13637,458,14405,-373,40131,60567,Retired,Married,Own,62,1,Car,36,0.71,5,0.09,99481,153219,No,1557,0
FIN_acd2ed12ec,52,Female,East,37095,620,31362,2987,24118,45570,Self-Employed,Divorced,Mortgage,57,5,Car,37,0.67,2,0.18,174938,176268,No,622,0
FIN_068f3a90de,54,Male,West,29325,782,9621,3161,26459,42649,Unemployed,Married,Mortgage,10,5,Education,19,0.43,9,0.25,53807,116079,No,1026,0
FIN_d29acbbdf2,22,Male,East,69934,496,40890,3587,33193,66680,Retired,Divorced,Own,76,4,Home,37,0.39,6,0.02,54021,91101,No,514,0
FIN_0ff0226bae,43,Male,East,29589,556,17045,1957,7508,60198,Unemployed,Widowed,Rent,43,5,Car,35,0.34,1,0.14,110624,176785,Yes,1431,0
FIN_afaf768bc7,79,Female,North,48246,695,35231,1900,6980,49365,Retired,Divorced,Mortgage,23,3,Personal,8,0.31,5,0.11,67928,157765,No,977,0
FIN_f9a8332455,21,Male,North,41632,500,22197,2427,28454,41126,Self-Employed,Divorced,Rent,43,1,Education,24,0.65,4,0.13,163545,190590,No,1573,0
FIN_15662e6f50,59,Female,North,91765,619,8968,1275,26392,72439,Employed,Single,Rent,86,3,Business,1,0.76,4,0.07,36869,113939,Yes,632,0
FIN_a3e5365685,35,Male,North,52236,594,30109,1894,14030,80412,Employed,Divorced,Own,60,1,Business,26,0.73,2,0.09,72490,196151,No,1470,0
FIN_e9dfbbef50,57,Male,North,61149,548,17519,1855,33219,-7873,Employed,Divorced,Mortgage,29,4,Personal,15,0.78,1,0.2,99457,283880,No,726,1
FIN_345b1cb19c,89,Female,South,14986,561,11706,3754,14214,58467,Retired,Single,Mortgage,82,2,Personal,26,0.21,0,0.09,39204,280769,Yes,369,0
FIN_c491657bc3,56,Male,West,45755,689,14859,-460,25999,40829,Retired,Divorced,Rent,51,1,Personal,39,0.26,5,0.03,50977,104331,No,415,0
FIN_91192125d7,31,Male,West,67209,631,22295,579,46355,52396,Retired,Divorced,Own,56,4,Business,30,0.72,2,0.08,136097,70605,No,904,0
FIN_c41abd39f4,49,Male,North,13682,652,14467,2284,16416,60658,Unemployed,Single,Rent,12,4,Car,17,0.4,8,0.3,109454,220746,No,1363,1
FIN_f69f994374,68,Female,North,83070,631,18107,4588,35379,31365,Retired,Widowed,Own,29,4,Education,10,0.48,9,0.05,226833,145070,No,1296,0
FIN_07429d4e01,55,Female,North,58370,820,32914,3587,50396,33090,Employed,Divorced,Mortgage,65,5,Personal,38,0.47,4,0.01,76613,297067,No,420,0
FIN_343bcfed8a,40,Male,North,33571,735,28639,3085,20126,40835,Retired,Divorced,Mortgage,68,4,Car,28,0.73,7,0.12,58586,299268,Yes,1422,0
FIN_45328faf53,80,Female,East,52634,559,-3981,2809,12979,75397,Unemployed,Widowed,Rent,80,3,Personal,18,0.79,1,0.12,242947,293636,No,236,0
FIN_857a4ca0e5,32,Male,South,48263,664,26718,5070,31165,70360,Employed,Widowed,Rent,60,4,Business,32,0.78,6,0.07,111492,184430,No,1461,1
FIN_e6136b151d,42,Other,West,120660,569,27245,795,23022,12065,Retired,Divorced,Mortgage,28,2,Education,32,0.42,8,0.16,131021,257544,No,1097,1
FIN_d8f03931b7,34,Female,North,75885,691,10768,5573,-8799,80312,Self-Employed,Widowed,Own,93,3,Car,20,0.77,9,0.15,149549,253759,No,1701,0
FIN_bd623c5b80,83,Female,South,94301,683,19847,4061,12086,42138,Self-Employed,Married,Rent,96,5,Personal,25,0.27,4,0.3,115371,85265,No,946,1
FIN_63e721c701,70,Female,South,76850,717,25245,4734,17541,40708,Unemployed,Single,Rent,23,1,Business,35,0.6,4,0.24,77903,345234,No,660,0
FIN_0239a61601,68,Male,West,98364,507,21977,2512,45189,68594,Retired,Married,Mortgage,93,5,Business,25,0.86,7,0.26,107208,322969,Yes,135,0
FIN_2d112ba77a,56,Male,North,38874,698,5495,3838,26935,54540,Retired,Divorced,Own,4,2,Education,8,0.54,1,0.1,110467,261157,No,1102,0
FIN_5b1e7c4c46,68,Male,North,51308,610,-2153,6124,30510,24209,Unemployed,Married,Rent,33,3,Business,25,0.33,5,0.13,64657,263244,No,1191,0
FIN_5f75e4dd5c,87,Male,East,42709,350,32852,4051,23850,44002,Employed,Single,Mortgage,19,1,Home,31,0.13,8,0.06,68744,216696,No,1127,0
FIN_11906053a8,23,Female,North,29204,823,30810,3438,19345,25380,Retired,Divorced,Own,97,5,Home,3,0.18,9,0.23,119300,347110,No,1333,1
FIN_7603d2e418,84,Male,West,52585,756,16526,4494,47513,52408,Employed,Single,Own,16,4,Car,11,0.82,1,0.09,190121,206772,No,544,1
FIN_54aae29356,24,Female,South,60208,573,17808,889,10238,41498,Self-Employed,Married,Own,40,1,Home,28,0.2,9,0.3,74650,317912,Yes,497,0
FIN_65d0ec0d2d,76,Other,West,30394,585,20857,306,35103,23880,Employed,Divorced,Rent,60,2,Education,17,0.12,2,0.07,36391,347291,No,132,1
FIN_f995375a1c,89,Female,East,31966,907,31860,4197,26146,28336,Self-Employed,Widowed,Mortgage,22,5,Home,14,0.43,1,0.11,63164,137849,Yes,853,0
FIN_f6e25f2367,59,Female,North,72108,762,31087,3221,20641,99202,Unemployed,Widowed,Own,52,1,Car,31,0.29,8,0.15,65904,255606,No,1376,0
FIN_23b0414087,81,Female,East,39996,652,19065,1864,10442,56911,Employed,Divorced,Rent,25,3,Business,13,0.12,7,0.03,71417,235044,No,1754,0
FIN_6ce3361b0a,32,Other,North,48578,598,25219,3498,42121,60060,Unemployed,Married,Own,80,3,Home,25,0.66,8,0.08,84613,244692,No,971,0
FIN_125eb2e20a,46,Female,South,81903,650,10501,1996,21268,62510,Self-Employed,Single,Mortgage,81,5,Car,35,0.15,4,0.08,112209,157779,No,784,0
FIN_f0d3ab4dd9,50,Male,North,61788,847,14776,6746,8652,43858,Self-Employed,Divorced,Own,28,3,Education,12,0.7,6,0.25,177190,184262,No,2029,0
FIN_c631ef648d,44,Male,West,51283,469,26064,4657,24457,44346,Employed,Divorced,Rent,11,2,Business,14,0.73,2,0.22,139026,138806,No,954,0
FIN_29831bcf8b,53,Male,South,33520,615,35443,3796,15822,68609,Self-Employed,Widowed,Own,7,2,Personal,27,0.45,3,0.24,196799,403701,No,889,0
FIN_5d4abb49d4,73,Female,South,31451,589,31741,2064,7576,37135,Retired,Widowed,Own,22,5,Home,23,0.64,0,0.19,166973,256918,No,1388,0
FIN_0d44497e21,55,Male,West,34922,636,21617,1403,6904,63342,Self-Employed,Married,Rent,56,3,Business,33,0.74,4,0.16,67081,203078,No,1436,1
FIN_cca5bd0fac,74,Female,East,106505,673,12193,1668,-6410,61098,Retired,Married,Own,38,4,Home,33,0.67,6,0.18,169369,68164,No,2513,0
FIN_f1d3b25af8,44,Male,West,50268,687,6716,3792,18208,52909,Self-Employed,Divorced,Own,5,1,Business,20,0.63,7,0.16,131690,112594,No,1177,0
FIN_0d2a7ab370,72,Female,East,49867,456,17854,5393,44401,58978,Unemployed,Widowed,Rent,1,2,Education,5,0.18,0,0.17,99293,77526,No,446,1
FIN_39720e49c7,50,Female,South,84497,665,22185,3298,17111,37745,Unemployed,Widowed,Own,38,1,Car,5,0.8,2,0.04,45444,145596,No,1676,0
FIN_7416bcc155,85,Female,East,72034,798,23872,1469,21450,66185,Unemployed,Single,Own,44,4,Personal,0,0.64,9,0.13,116915,173004,No,1810,0
FIN_99dbfdd8b4,83,Male,South,13012,618,15945,1861,11644,74619,Employed,Single,Rent,70,5,Business,18,0.33,6,0.14,50220,282655,No,1296,0
FIN_375cc3eff7,27,Female,North,94348,473,18299,3266,22887,33563,Employed,Married,Mortgage,32,2,Home,5,0.8,5,0.04,40986,148958,Yes,1589,0
FIN_525fb6705a,22,Female,South,75195,633,17075,3697,31124,44562,Retired,Divorced,Own,93,4,Personal,18,0.59,7,0.15,64744,212436,No,596,0
FIN_1071a080ed,55,Female,South,28839,501,32833,1441,38645,43154,Employed,Divorced,Own,53,1,Business,22,0.72,6,0.18,20710,115793,No,1098,0
FIN_ad3d404434,30,Male,West,88014,743,9527,3690,18517,66605,Retired,Married,Own,10,2,Car,25,0.2,2,0.28,83949,227691,No,301,0
FIN_351ed3758c,48,Male,North,87043,617,5882,723,15395,46984,Self-Employed,Married,Own,23,4,Education,36,0.54,4,0.07,64097,137611,Yes,433,0
FIN_82fdc7450b,64,Female,East,53996,798,9786,2540,45940,64041,Retired,Single,Own,23,3,Education,6,0.16,9,0.27,54897,308465,No,1544,0
FIN_0cbb450258,69,Male,North,112076,657,23117,4093,33152,55306,Employed,Widowed,Rent,32,1,Education,24,0.24,5,0.1,20097,136884,No,509,1
FIN_b2e0bc06fa,73,Male,South,70277,684,18705,392,35480,70867,Unemployed,Married,Rent,94,1,Car,15,0.47,9,0.13,121783,409601,No,773,0
FIN_921a50147c,32,Female,East,72837,431,16039,1158,6078,66378,Unemployed,Married,Mortgage,81,4,Education,21,0.6,6,0.1,111546,110005,No,1762,0
FIN_1e9be8d715,46,Female,South,33031,728,18877,2622,31773,47179,Unemployed,Widowed,Mortgage,25,1,Education,38,0.35,5,0.1,113949,159476,No,1074,0
FIN_31a9ca1fff,25,Male,North,24546,608,18589,2652,24575,53994,Retired,Single,Mortgage,2,1,Business,6,0.81,2,0.1,82264,145168,Yes,1011,0
FIN_6184925d13,22,Female,East,100129,679,19747,35,43872,50224,Employed,Married,Mortgage,6,3,Home,4,0.73,5,0.09,-19394,162292,No,1373,0
FIN_24de02f25b,46,Female,North,15887,489,46115,6322,32491,47689,Self-Employed,Single,Own,55,2,Car,30,0.3,4,0.23,34541,211523,No,231,0
FIN_05ff52dba1,64,Male,East,45894,646,7097,3042,12865,51312,Retired,Widowed,Rent,63,5,Home,2,0.69,2,0.13,119403,158890,No,469,0
FIN_72d425a01b,85,Male,East,-11826,762,18993,1808,-2956,53501,Unemployed,Single,Own,36,2,Home,18,0.41,0,0.19,135903,320929,No,774,0
FIN_73f424671d,62,Male,North,73549,733,19653,2433,-677,67247,Retired,Divorced,Mortgage,68,2,Business,21,0.75,7,0.17,95799,133274,No,1155,1
FIN_b6f1746308,19,Male,East,54851,530,21525,2677,5109,84397,Unemployed,Single,Mortgage,4,1,Personal,30,0.26,9,0.15,173431,235834,No,906,1
FIN_944c9bd0da,44,Male,West,64697,712,28877,2298,49822,65133,Self-Employed,Married,Mortgage,49,3,Business,32,0.65,8,0.09,116002,192503,Yes,1773,0
FIN_94df32cf87,53,Female,East,57247,671,19294,3424,-2813,13880,Unemployed,Widowed,Rent,35,5,Personal,7,0.1,8,0.28,162843,80969,Yes,2140,0
FIN_b1fc647580,87,Female,South,51419,635,34884,3860,33429,82765,Self-Employed,Divorced,Own,7,5,Home,12,0.46,8,0.16,30069,62813,No,673,0
FIN_fc806e0f63,43,Male,East,83554,546,15424,3882,26426,90951,Employed,Married,Own,30,3,Education,12,0.21,4,0.21,16102,122847,No,425,0
FIN_5cf0f0cbd3,60,Male,West,40589,584,10882,3165,14415,29074,Retired,Widowed,Mortgage,73,5,Home,7,0.8,2,0.08,129067,347889,No,736,0
FIN_a69ac09753,44,Female,South,77542,609,13262,1747,8564,89210,Unemployed,Single,Own,94,1,Personal,11,0.46,3,0.03,109391,246715,Yes,879,1
FIN_9b5a7d10ac,86,Male,East,82697,567,14815,2056,8633,53812,Retired,Divorced,Rent,56,3,Personal,16,0.27,0,0.14,-5629,335610,No,698,0
FIN_c80dc0cb3e,37,Female,South,61411,509,11445,3806,15413,24358,Employed,Widowed,Own,29,3,Personal,1,0.16,5,0.23,129714,218798,No,1021,0
FIN_e30c3a309c,28,Male,North,96164,636,31519,4270,4404,62163,Employed,Married,Mortgage,6,1,Personal,27,0.49,4,0.22,164340,230957,Yes,172,1
FIN_9feea25284,55,Other,North,103312,589,22022,291,19383,83249,Employed,Divorced,Rent,26,2,Education,0,0.67,8,0.11,89624,81011,No,1162,0
FIN_7e5e147a43,23,Female,West,42481,697,11302,2332,25596,23871,Unemployed,Divorced,Own,53,1,Home,12,0.55,0,0.18,77718,117953,No,1255,0
FIN_0021e11ce6,89,Male,East,70572,616,31118,-569,28230,36856,Self-Employed,Single,Rent,36,2,Personal,7,0.88,1,0.18,175479,77210,Yes,1618,1
FIN_c0c7ff40dd,40,Male,East,67750,715,32236,3130,24288,39689,Employed,Widowed,Rent,13,3,Education,32,0.78,9,0.22,173520,161015,No,439,0
FIN_3cd0a99ad4,64,Male,North,62362,355,20097,5494,26232,38340,Unemployed,Married,Rent,2,4,Business,20,0.82,2,0.07,65168,376441,No,824,0
FIN_e85d672bc6,63,Male,East,49285,638,35737,1993,51797,33274,Retired,Divorced,Rent,9,5,Car,35,0.23,3,0.17,115978,249122,No,1479,0
FIN_4005a74940,29,Male,East,99506,721,20729,1141,18296,77557,Self-Employed,Married,Mortgage,44,3,Car,8,0.47,9,0.14,132052,245942,No,113,0
FIN_bae16c5ddc,30,Male,North,99721,778,14493,2298,27980,45043,Retired,Divorced,Own,15,3,Business,28,0.45,9,0.1,62114,183338,No,332,0
FIN_05d0e7257f,79,Female,West,31470,628,29538,6255,19087,24340,Employed,Single,Own,46,3,Business,6,0.38,1,0.13,101665,361977,No,1314,0
FIN_c6f78ea8c5,77,Female,North,56045,618,37001,4230,36155,40005,Employed,Widowed,Rent,0,3,Car,31,0.72,9,0.19,-11583,167418,No,841,0
FIN_1acdb113a4,60,Female,North,76972,738,5871,770,35127,64936,Unemployed,Widowed,Rent,0,2,Education,39,0.22,7,0.18,147779,223866,No,578,0
FIN_0e795b3f10,85,Female,East,30066,702,27369,2053,8121,62764,Retired,Divorced,Rent,13,1,Personal,26,0.2,5,0.25,203288,198743,No,198,0
FIN_1b3d62d237,22,Female,North,36257,726,5697,2688,28800,32535,Unemployed,Single,Rent,56,2,Car,24,0.6,6,0.3,26310,37077,No,1367,0
FIN_6c2601c603,54,Female,East,91064,723,25327,3114,17294,54458,Unemployed,Single,Own,80,3,Car,23,0.58,6,0.11,177502,264784,No,699,0
FIN_30c491e9bb,89,Female,South,100868,401,21083,3095,44079,67206,Unemployed,Married,Rent,73,1,Home,24,0.22,9,0.16,154209,224597,No,776,1
FIN_1348e3bd0f,48,Female,West,54845,455,35896,606,25547,35425,Self-Employed,Divorced,Own,93,3,Personal,31,0.54,9,0.19,163168,275184,No,-136,0
FIN_404a9c694e,26,Female,West,80518,728,15981,3578,17607,39136,Retired,Widowed,Rent,8,3,Home,34,0.39,0,0.1,9707,221840,No,1077,0
FIN_89612d4da8,68,Male,East,120994,750,23883,247,6781,62839,Retired,Married,Own,31,3,Education,6,0.21,6,0.21,107052,377564,No,1152,0
FIN_2128b30aab,46,Male,North,62145,589,7609,3495,37008,43105,Retired,Widowed,Own,91,1,Business,4,0.45,5,0.18,110706,345598,Yes,857,0
FIN_10f2b25706,57,Male,West,40441,629,22402,2344,37720,51436,Unemployed,Widowed,Mortgage,6,3,Personal,21,0.26,7,0.01,-4656,132103,No,698,0
FIN_607d5d01bc,58,Male,East,29396,393,26116,3093,36216,57033,Employed,Married,Rent,41,3,Home,30,0.88,3,0.15,68967,252509,No,1119,0
FIN_9bdbe7df25,28,Female,East,77024,526,21980,4716,23770,2475,Unemployed,Single,Own,74,1,Personal,0,0.25,6,0.17,27739,251896,No,480,0
FIN_3f84c20fc0,40,Female,West,75967,566,17273,3181,12147,34575,Unemployed,Married,Own,60,5,Education,8,0.84,0,0.21,143500,150693,No,985,0
