person_id,age,gender,region,annual_income,credit_score,loan_amount,monthly_expense,savings_balance,investment_amount,employment_status,marital_status,home_ownership,credit_card_usage,num_credit_cards,loan_purpose,employment_years,debt_to_income_ratio,late_payment_history,savings_rate,housing_market_exposure,stock_market_exposure,bankruptcy_history,monthly_loan_installment,loan_default
8820472,55,Female,South,45463,599,21827,4786,8413,30521,Self-Employed,Single,Rent,39,4,Home,14,0.42,2,0.11,92928,271808,Yes,1478,0
2367788,60,Male,East,60143,521,27755,1775,38442,49928,Self-Employed,Married,Rent,33,2,Business,13,0.12,5,0.19,84657,39461,No,1241,0
2757727,36,Male,North,72976,749,44928,1506,1356,38950,Employed,Married,Mortgage,88,3,Home,8,0.87,4,0.27,115872,37477,No,1683,0
1427717,81,Female,South,81986,613,26642,5480,16084,42700,Unemployed,Divorced,Rent,4,5,Personal,21,0.71,1,0.27,95289,39173,No,915,0
716106,23,Other,South,57587,770,5253,4396,13261,41479,Unemployed,Divorced,Rent,47,3,Education,28,0.79,9,0.22,60697,200652,No,1291,0
4966101,63,Female,East,73992,488,18673,1521,14920,65659,Retired,Divorced,Mortgage,91,2,Personal,37,0.7,3,0.28,31564,247384,Yes,1048,0
7659855,59,Male,East,71395,911,46052,3776,32343,42180,Retired,Married,Mortgage,52,4,Personal,38,0.67,7,0.05,21622,170557,No,1619,1
3715251,82,Male,West,21809,771,32162,2626,11523,59363,Self-Employed,Widowed,Mortgage,55,2,Home,26,0.37,9,0.14,98612,88218,No,847,0
2033205,89,Other,South,71280,544,31427,3234,-618,70043,Employed,Married,Rent,58,3,Business,9,0.6,1,0.05,57924,155846,Yes,-222,0
9704575,76,Female,West,20856,800,17204,3394,30877,13052,Self-Employed,Divorced,Rent,77,2,Business,10,0.56,4,0.19,110701,263828,No,1139,0
1807318,69,Male,North,64811,757,47568,4086,28953,13723,Employed,Married,Rent,85,2,Business,4,0.57,5,0.04,140918,231890,Yes,812,0
1179245,64,Male,West,46760,765,17912,1291,17015,73936,Unemployed,Single,Mortgage,30,2,Personal,33,0.11,5,0.15,30096,196176,No,955,0
1789939,24,Female,South,57168,631,11852,2631,26617,68294,Self-Employed,Widowed,Rent,90,2,Personal,25,0.65,5,0.11,99833,144429,No,274,0
2410071,28,Female,East,82134,750,23317,4355,15046,23785,Retired,Widowed,Mortgage,11,1,Education,34,0.28,4,0.25,113576,237067,No,1484,0
5707912,78,Female,North,73113,677,25277,1698,23136,48673,Employed,Married,Rent,67,3,Personal,38,0.69,3,0.22,67070,194311,No,228,0
2256403,85,Male,East,57120,699,25249,1792,514,87717,Retired,Single,Mortgage,11,3,Business,36,0.14,8,0.17,3250,127742,No,1102,0
5811406,42,Female,North,98121,561,17762,4156,-65,55634,Self-Employed,Single,Rent,67,2,Car,20,0.36,9,0.02,91681,-1755,No,1519,0
664822,29,Male,East,58582,692,39091,4682,19125,48858,Unemployed,Married,Mortgage,73,4,Personal,20,0.21,3,0.14,50439,-17067,No,875,0
9166253,43,Female,South,60807,421,13882,3616,256,28278,Employed,Widowed,Rent,12,2,Personal,29,0.38,0,0.29,37556,223452,No,1489,0
1418628,29,Female,West,111339,764,13017,5440,23543,35213,Retired,Widowed,Mortgage,23,2,Home,13,0.35,9,0.17,92973,97768,No,210,0
1747248,60,Male,South,88940,562,17953,912,-14634,88450,Retired,Divorced,Rent,75,5,Home,0,0.68,3,0.26,138912,116480,No,359,0
116013,68,Male,South,36637,883,30537,1436,17050,35794,Unemployed,Single,Own,99,5,Business,38,0.56,1,0.06,114953,372647,No,1205,0
5297769,54,Female,West,81748,656,32474,4529,37952,23572,Self-Employed,Married,Mortgage,82,2,Home,39,0.72,0,0.28,15626,71606,Yes,1367,0
9140979,68,Male,South,34377,686,26167,2822,22036,35078,Self-Employed,Widowed,Mortgage,9,4,Personal,26,0.28,2,0.26,104147,243752,No,471,0
1704820,70,Male,North,46940,588,6256,5685,13664,57224,Self-Employed,Widowed,Rent,84,5,Car,0,0.82,7,0.03,161587,275350,No,2079,0
5738656,30,Female,North,43563,543,27826,467,9652,51165,Unemployed,Single,Mortgage,54,5,Home,28,0.32,4,0.01,118042,128085,No,1274,0
6783235,71,Male,West,21111,695,12642,487,10138,44484,Retired,Single,Own,24,5,Home,32,0.59,8,0.02,78790,79315,No,548,0
7471013,74,Female,South,58489,585,15910,6487,11793,26193,Unemployed,Widowed,Own,68,2,Business,20,0.38,2,0.17,112921,214821,Yes,517,0
2034849,21,Male,North,86458,569,23593,5587,17563,75333,Unemployed,Single,Own,87,1,Education,8,0.42,9,0.27,92953,181335,No,1160,0
6143139,66,Male,North,66020,709,1741,4161,14426,45042,Employed,Single,Own,74,1,Personal,22,0.84,6,0.2,102198,97997,No,-351,0
405542,24,Female,East,83745,778,34971,503,-5746,61930,Employed,Divorced,Mortgage,15,2,Personal,4,0.11,8,0.06,24270,265891,No,28,0
7714206,28,Male,East,86010,792,20318,4444,26881,82776,Retired,Divorced,Rent,33,4,Car,38,0.4,6,0.27,109280,154515,No,438,0
2556562,71,Female,East,117759,476,4315,1822,48080,23500,Retired,Married,Rent,62,5,Business,10,0.3,0,0.15,227328,309979,No,1351,0
8493653,62,Male,West,35468,837,39697,5780,-6135,78028,Self-Employed,Single,Rent,18,3,Education,12,0.72,6,0.16,15339,303590,Yes,616,0
4089092,40,Male,North,77860,800,2227,-1102,9320,27287,Self-Employed,Single,Own,66,2,Education,3,0.4,9,0.23,131999,260074,No,425,0
7733199,45,Male,West,67872,596,33879,4250,27611,26661,Retired,Married,Rent,45,1,Education,7,0.42,3,0.14,148456,182773,Yes,1199,1
5881232,74,Male,North,50539,739,4787,1966,29673,67725,Employed,Widowed,Own,42,2,Business,30,0.87,8,0.16,114059,206872,No,955,0
3224023,43,Male,South,62351,575,11788,3628,4767,61399,Self-Employed,Widowed,Mortgage,59,4,Education,7,0.2,9,0.15,146611,18793,No,1280,0
3419147,42,Male,West,45678,690,12318,3728,40397,45415,Unemployed,Single,Own,40,3,Car,17,0.76,7,0.03,119458,397172,Yes,1296,0
4164602,71,Male,South,71374,619,26409,391,-6600,20945,Unemployed,Married,Own,24,1,Personal,9,0.34,3,0.2,117331,-35995,Yes,1636,0
9180614,46,Male,North,73930,708,8725,13,26152,62490,Unemployed,Widowed,Mortgage,23,3,Car,39,0.28,1,0.12,108027,72415,No,424,0
7041088,53,Male,West,68474,673,18894,3830,19828,26008,Employed,Widowed,Mortgage,3,2,Personal,10,0.26,5,0.2,94931,131024,No,1279,1
143991,31,Female,East,43919,511,20044,3466,34693,53221,Retired,Divorced,Mortgage,84,2,Home,34,0.54,9,0.1,127830,-60921,No,503,0
9480409,52,Male,South,72509,717,19402,2984,-4747,58906,Self-Employed,Married,Rent,91,2,Car,25,0.51,1,0.24,113487,252507,No,864,1
9339737,47,Female,West,54560,600,34461,3563,20412,37910,Self-Employed,Widowed,Own,96,5,Education,14,0.72,9,0.24,121023,110241,No,1226,1
391192,34,Male,West,26882,671,4307,6046,21205,33828,Employed,Single,Rent,6,3,Home,33,0.7,8,0.25,106247,338862,Yes,833,0
6584027,84,Male,West,34673,731,16136,2784,14956,111850,Unemployed,Single,Rent,71,2,Business,0,0.57,3,0.25,47030,343721,No,796,1
5833620,47,Male,South,55116,429,26640,5735,26064,63519,Unemployed,Widowed,Own,26,3,Personal,8,0.9,0,0.26,66240,289204,No,538,0
8568145,62,Male,South,90059,688,23812,2771,17814,46420,Retired,Single,Mortgage,1,5,Business,28,0.32,2,0.06,164918,122682,No,842,0
8784270,68,Female,North,34718,630,17803,3530,23382,53919,Self-Employed,Widowed,Own,84,5,Business,18,0.38,1,0.25,153146,98540,No,1344,0
2228835,64,Female,East,109781,617,13288,1996,33166,44324,Retired,Widowed,Rent,85,3,Education,27,0.52,5,0.27,84932,256275,No,-65,0
3724991,75,Female,North,12970,617,8721,2727,42744,40621,Employed,Widowed,Own,65,2,Personal,34,0.88,0,0.08,178059,185466,Yes,845,0
8971131,81,Female,East,59474,577,21871,4989,13647,47564,Employed,Divorced,Own,12,1,Car,4,0.58,9,0.25,29600,288299,Yes,1944,1
5421276,55,Male,North,60703,702,32457,3494,4247,64265,Unemployed,Married,Own,95,5,Business,33,0.88,9,0.06,133010,171781,Yes,236,0
6072413,81,Male,East,65729,568,14678,5766,18202,25529,Self-Employed,Single,Rent,10,4,Home,20,0.73,0,0.24,86984,212338,Yes,937,0
1865755,24,Female,East,29548,884,29971,3874,5576,76678,Self-Employed,Single,Rent,80,1,Business,11,0.81,8,0.22,155372,427692,No,1497,0
6705464,39,Male,South,52687,673,101,3359,39201,57818,Unemployed,Divorced,Own,85,2,Home,14,0.9,6,0.25,83209,295405,No,1603,1
8760057,58,Male,East,45578,625,15765,2242,13113,46932,Unemployed,Widowed,Mortgage,32,3,Business,11,0.47,9,0.24,90071,124455,No,686,0
5232767,27,Female,South,67245,567,36649,4816,22827,59644,Unemployed,Married,Mortgage,2,3,Education,12,0.11,1,0.05,89042,199682,No,777,0
9381014,74,Other,East,108644,651,17388,3978,33758,44654,Self-Employed,Married,Rent,84,2,Personal,5,0.78,7,0.29,24374,298412,No,807,0
2417802,61,Male,South,67160,667,27945,3605,31866,28403,Employed,Widowed,Rent,3,1,Personal,34,0.22,4,0.19,119022,9275,No,896,0
1312121,67,Female,West,81533,742,5459,5118,-13614,37822,Self-Employed,Divorced,Mortgage,5,1,Business,32,0.43,8,0.09,111311,144846,Yes,347,1
7622846,69,Male,South,50585,764,32139,1166,31733,35158,Retired,Widowed,Mortgage,21,5,Education,7,0.78,3,0.22,61150,-34433,No,669,0
3677569,50,Other,South,102049,660,23804,3812,5650,54855,Retired,Divorced,Mortgage,12,4,Personal,25,0.1,7,0.09,161257,150632,No,981,1
7777445,18,Male,West,105870,595,38622,4353,13877,52635,Employed,Married,Rent,3,3,Business,31,0.17,8,0.29,88948,-90438,Yes,659,1
2285610,70,Male,South,77846,673,18203,2235,32920,32857,Unemployed,Widowed,Mortgage,69,1,Car,28,0.85,3,0.23,83672,173833,No,612,0
8683860,77,Female,South,48174,615,30226,3468,33283,80417,Retired,Divorced,Own,86,2,Education,19,0.88,3,0.14,94526,163082,No,542,0
6936942,51,Female,East,34085,806,17248,3876,11260,9033,Unemployed,Single,Mortgage,89,1,Education,30,0.7,4,0.01,33115,306795,No,2009,0
346410,21,Male,North,11850,642,18192,242,24783,41038,Unemployed,Divorced,Own,4,3,Personal,11,0.33,0,0.07,114793,287181,No,-34,0
6295641,34,Female,North,4772,579,29270,2111,8162,33500,Unemployed,Single,Own,93,3,Business,3,0.77,9,0.03,94529,209927,No,927,1
6593531,21,Male,South,86970,745,10316,2847,42984,47424,Employed,Widowed,Rent,8,4,Home,0,0.83,6,0.26,159114,267682,Yes,1228,0
2250256,60,Male,South,69123,792,32112,1813,8533,29415,Self-Employed,Divorced,Rent,22,1,Education,38,0.73,3,0.2,151503,343347,No,697,0
3159135,21,Female,North,26416,588,31748,1954,21231,29857,Unemployed,Married,Own,0,1,Home,20,0.14,8,0.29,176613,230533,No,999,0
2999156,18,Female,North,60313,618,13824,3093,-229,29169,Self-Employed,Divorced,Rent,84,1,Personal,30,0.16,5,0.21,60987,209559,No,717,0
3452829,88,Other,North,56735,665,25477,4321,380,8569,Retired,Single,Mortgage,80,5,Education,14,0.45,0,0.1,69975,327766,Yes,1541,0
6285824,67,Male,East,76612,637,42182,4435,19730,54084,Retired,Widowed,Rent,43,3,Education,9,0.3,6,0.06,63898,352037,No,1788,0
4550459,78,Female,South,55495,768,21003,2468,9984,45774,Retired,Married,Own,70,5,Personal,12,0.54,7,0.21,103975,267287,No,1404,0
3925786,52,Female,East,80494,519,39698,3719,18820,45232,Retired,Divorced,Own,1,1,Home,34,0.4,6,0.01,84944,236737,No,1092,0
6015211,25,Male,North,71495,681,10328,1199,-2582,68305,Self-Employed,Single,Own,41,2,Education,8,0.52,9,0.09,24652,171404,No,1219,0
8724884,41,Female,South,105841,575,20592,501,-6820,72026,Retired,Divorced,Mortgage,88,1,Home,30,0.57,7,0.28,146959,217373,No,1384,0
1687994,53,Female,South,123372,841,18705,6149,37939,59438,Retired,Single,Mortgage,78,4,Education,26,0.74,7,0.29,168151,225733,Yes,758,1
3623735,67,Female,West,41198,643,19145,2658,35001,55063,Retired,Widowed,Rent,94,4,Education,6,0.33,1,0.15,60583,255031,No,1219,1
2976767,60,Male,West,48926,475,6642,2888,24243,45530,Retired,Single,Rent,98,1,Car,33,0.5,5,0.05,10380,386166,No,706,1
555462,44,Male,South,41579,572,31337,5729,23371,40866,Unemployed,Single,Own,52,1,Car,2,0.12,4,0.11,112307,253772,No,921,0
2733977,49,Other,South,7489,605,15591,-83,13741,40772,Unemployed,Divorced,Mortgage,70,1,Business,2,0.56,3,0.25,72276,256878,No,859,0
5507817,35,Female,South,52366,613,18451,2676,24888,92105,Unemployed,Widowed,Mortgage,63,1,Home,11,0.34,7,0.29,149236,142582,No,1392,0
2496208,45,Male,South,101922,592,29592,4363,14434,48440,Retired,Single,Own,24,2,Home,33,0.14,4,0.16,162313,169688,No,1471,0
1302049,46,Male,South,24785,609,12976,341,8608,43474,Retired,Married,Rent,84,4,Education,10,0.78,4,0.11,95861,193095,No,954,0
5933934,33,Male,North,19002,456,12285,670,38545,60311,Unemployed,Married,Mortgage,5,4,Business,3,0.73,6,0.23,113998,201547,No,1495,0
6304237,64,Female,North,-22159,604,20351,4031,18156,41580,Retired,Divorced,Own,80,3,Car,14,0.7,7,0.3,59451,222050,Yes,1346,0
7746271,76,Female,North,59427,642,16030,3102,3217,86328,Employed,Married,Own,89,2,Home,2,0.13,1,0.06,60459,192140,No,656,0
4685082,48,Female,East,13878,682,23730,5041,25047,43910,Retired,Widowed,Rent,57,4,Business,13,0.42,2,0.3,115347,221454,No,1358,0
7790190,21,Male,East,94798,726,27182,3774,15696,30071,Employed,Widowed,Own,77,3,Home,36,0.1,2,0.13,121779,418878,Yes,1301,0
2865406,54,Other,North,40339,703,15862,1306,25611,72077,Retired,Married,Rent,8,1,Education,34,0.39,3,0.09,203008,300646,No,1355,0
1606243,34,Male,West,45702,597,19090,2248,7005,61592,Employed,Single,Rent,55,5,Education,8,0.43,5,0.26,129492,294418,No,1855,0
8085335,56,Male,North,39342,332,14083,345,8722,69043,Retired,Single,Mortgage,37,4,Personal,19,0.44,3,0.05,122746,249237,No,1542,0
5537206,65,Female,South,42329,592,29994,6254,2608,80858,Employed,Divorced,Mortgage,85,2,Car,10,0.55,1,0.22,36149,342856,No,924,0
1688253,63,Male,South,98424,734,19880,2068,16887,55190,Self-Employed,Single,Own,98,2,Home,12,0.57,8,0.13,115180,190574,No,1529,0
1095475,65,Female,East,91074,639,21937,3901,24390,-10823,Self-Employed,Widowed,Own,26,1,Car,1,0.23,7,0.2,142365,133908,No,490,1
8862575,56,Other,South,83860,710,30883,1524,42677,33288,Self-Employed,Divorced,Own,69,5,Home,18,0.57,7,0.16,134432,230356,No,480,0
5658597,21,Female,South,53130,612,9832,2108,205,45027,Self-Employed,Single,Own,49,2,Business,38,0.77,4,0.13,65243,138768,No,356,0
6543204,47,Female,West,56738,701,28006,2582,-6444,66165,Self-Employed,Divorced,Own,49,2,Business,39,0.19,0,0.22,96268,117594,No,375,0
9052702,47,Male,South,69149,566,28185,1862,8578,53190,Self-Employed,Married,Mortgage,92,5,Personal,29,0.29,9,0.19,14494,231753,No,93,0
2035159,39,Female,West,76122,535,41983,3165,23194,16006,Employed,Single,Own,71,3,Car,1,0.63,6,0.16,144931,103477,No,1592,0
8814071,83,Female,North,51002,609,8871,5336,5493,39509,Unemployed,Widowed,Own,28,1,Car,13,0.31,4,0.27,67561,427708,No,628,0
8544320,29,Male,South,47407,560,12862,2419,12529,73471,Unemployed,Divorced,Own,95,2,Home,32,0.36,3,0.2,63741,182560,No,1127,0
5990619,53,Male,West,94404,866,24321,1063,38777,34818,Employed,Single,Mortgage,67,2,Education,28,0.12,8,0.1,115323,305103,No,1508,0
1814602,35,Other,West,86372,693,34796,3392,36544,73610,Retired,Widowed,Own,82,2,Business,2,0.42,3,0.09,39755,300837,No,1118,0
8045751,70,Female,East,82586,509,24646,3719,31096,54577,Self-Employed,Divorced,Own,7,1,Home,33,0.87,7,0.25,78467,261677,No,1252,0
3120309,88,Male,East,64047,744,25747,1367,34843,22358,Employed,Married,Own,9,5,Personal,4,0.44,1,0.03,53039,321369,No,323,0
3507816,18,Male,West,73913,692,19592,3236,34520,73482,Employed,Widowed,Own,33,4,Business,16,0.7,9,0.14,191120,250409,No,255,0
5166724,75,Male,North,69885,610,30635,4070,21008,71026,Self-Employed,Divorced,Rent,82,5,Home,23,0.63,2,0.02,77245,82720,No,825,1
7449101,23,Male,South,30808,687,8739,4553,36333,24614,Self-Employed,Widowed,Rent,6,5,Business,39,0.28,9,0.11,97021,297646,No,502,1
7789618,87,Female,South,42127,709,21968,1803,58979,54522,Employed,Divorced,Own,22,1,Personal,2,0.72,1,0.3,120307,60358,No,1666,0
8900937,61,Female,South,38567,729,3458,3693,25793,61261,Unemployed,Divorced,Own,65,4,Business,22,0.54,4,0.11,40068,-45949,Yes,949,0
291098,89,Female,West,35193,757,19792,2310,10414,56329,Retired,Widowed,Own,8,4,Business,27,0.71,5,0.26,98329,219414,No,1656,1
4806091,41,Male,South,83821,756,16704,934,24885,41308,Unemployed,Divorced,Mortgage,27,3,Car,30,0.2,9,0.04,49016,78434,No,911,0
7086841,36,Female,West,88687,599,12363,2991,53158,43900,Retired,Widowed,Own,96,4,Personal,9,0.33,2,0.25,102647,370125,No,-87,0
3000700,35,Male,North,42139,539,24795,2794,22064,46510,Unemployed,Single,Rent,97,3,Education,38,0.68,4,0.27,98472,173104,No,1292,1
1018699,47,Male,East,53544,678,21353,1880,2159,15807,Self-Employed,Widowed,Own,46,4,Personal,37,0.54,0,0.19,97600,35592,No,752,0
670290,59,Female,East,69899,722,15910,4006,538,2842,Unemployed,Widowed,Own,25,2,Home,19,0.21,7,0.17,95986,308743,No,340,0
7092720,50,Male,West,40417,676,19838,2627,37032,68568,Retired,Single,Own,28,2,Personal,27,0.79,4,0.18,108635,292832,No,717,1
6192832,29,Female,South,63161,791,20504,2159,15986,40946,Retired,Widowed,Mortgage,92,1,Car,20,0.78,1,0.24,82499,387120,No,756,0
3075684,44,Male,South,65753,707,22895,2036,29367,59008,Self-Employed,Married,Own,49,3,Business,36,0.4,4,0.03,95303,307213,No,1516,0
8257837,56,Female,East,75946,612,16024,2247,472,56901,Retired,Divorced,Mortgage,47,2,Personal,15,0.68,5,0.24,87883,180484,No,870,0
9758938,26,Male,South,69223,695,37453,3119,33446,89143,Unemployed,Married,Mortgage,51,5,Personal,19,0.31,7,0.03,125775,319314,No,1680,1
2263880,38,Male,South,48870,611,31486,2761,32305,71477,Self-Employed,Single,Rent,94,4,Education,26,0.62,6,0.04,131520,123926,Yes,731,1
1286784,46,Female,South,57156,690,15726,3274,24571,66805,Self-Employed,Single,Rent,93,4,Personal,34,0.17,0,0.28,83394,79920,Yes,350,0
5335606,50,Other,North,26615,761,21410,5165,3931,50661,Retired,Widowed,Own,29,4,Education,2,0.31,9,0.02,179704,268046,No,834,0
4271881,79,Female,North,46487,590,15983,1449,11432,39799,Retired,Widowed,Own,20,5,Car,28,0.86,4,0.16,118900,234841,No,1868,1
5629448,32,Female,East,87731,589,21745,4587,-2487,85057,Self-Employed,Widowed,Own,13,5,Personal,4,0.31,4,0.24,86347,143450,No,1023,0
2874471,19,Male,North,32500,824,19302,3252,39056,68421,Retired,Widowed,Rent,63,4,Education,34,0.56,2,0.14,145697,368540,No,794,1
8700656,69,Female,East,54578,648,7773,3411,28671,43262,Self-Employed,Married,Rent,71,5,Personal,5,0.46,9,0.27,66807,127540,Yes,1079,0
6044751,61,Other,South,107708,726,16225,4061,31262,79981,Unemployed,Married,Mortgage,57,2,Car,4,0.38,6,0.18,49697,298784,No,1292,0
7428206,71,Male,South,52593,487,17638,2892,26228,71439,Unemployed,Married,Mortgage,46,2,Business,14,0.63,5,0.15,78676,150784,No,1339,1
7308867,35,Male,West,54423,593,11908,3132,-5921,58153,Retired,Single,Rent,14,2,Education,15,0.43,7,0.24,46010,336792,No,932,0
5986162,20,Male,South,104236,628,5460,887,-5328,58404,Retired,Widowed,Rent,6,2,Car,9,0.2,3,0.03,52262,92790,Yes,1298,0
9214098,24,Male,South,68172,593,26002,2440,11921,55742,Self-Employed,Single,Own,35,3,Education,16,0.25,3,0.22,157159,308191,No,1988,0
4859478,60,Other,East,85398,550,18659,814,36683,46377,Retired,Widowed,Rent,81,5,Car,20,0.19,7,0.03,64781,232350,No,804,0
9679428,55,Female,East,13345,750,20886,4216,-1452,62736,Retired,Single,Own,19,1,Education,18,0.32,3,0.14,93690,252706,No,681,1
146753,54,Male,North,63482,638,26780,1410,4691,73687,Employed,Married,Rent,83,5,Education,8,0.4,0,0.17,61880,77377,No,1105,0
9266270,75,Female,East,65681,760,39906,5003,22971,32534,Unemployed,Divorced,Mortgage,37,2,Car,12,0.79,9,0.2,126812,217770,Yes,310,0
7044804,50,Male,South,69408,530,30492,3462,26369,63746,Unemployed,Widowed,Own,82,4,Business,35,0.26,9,0.28,62898,134990,No,2225,1
4528399,76,Female,South,13311,798,33136,1282,20900,76486,Unemployed,Divorced,Own,73,5,Car,11,0.88,3,0.24,162335,112709,Yes,312,0
5044868,28,Female,East,30814,578,20198,3826,16503,51049,Employed,Married,Mortgage,90,2,Business,22,0.76,7,0.06,94461,162501,Yes,229,1
6044790,85,Female,East,68327,880,28650,3085,24444,-6630,Employed,Divorced,Mortgage,96,3,Personal,12,0.11,5,0.27,58229,270028,No,2034,0
2619541,85,Male,West,37584,658,21413,3964,-2855,41015,Employed,Divorced,Mortgage,64,4,Business,33,0.3,4,0.17,176196,260504,No,1781,0
6866410,39,Female,North,70885,560,14274,1721,31069,81044,Retired,Single,Rent,55,2,Business,1,0.22,1,0.09,176906,114532,No,37,0
8987147,83,Female,East,33030,632,29288,2939,27540,49857,Retired,Married,Rent,59,1,Personal,32,0.26,5,0.12,173868,104229,No,1304,1
9649256,61,Male,South,68466,696,30914,6077,30161,76354,Retired,Single,Mortgage,96,1,Business,34,0.64,7,0.09,133881,184206,No,549,0
2527123,23,Female,East,106705,665,20689,2984,14810,40383,Unemployed,Single,Mortgage,4,2,Education,20,0.63,4,0.29,135003,255010,No,363,0
2474355,59,Female,East,61470,624,20229,1878,24376,87911,Unemployed,Married,Own,99,3,Personal,35,0.64,5,0.08,98395,215620,No,391,0
7175261,42,Male,East,49333,637,3159,1091,14751,925,Retired,Divorced,Rent,23,5,Home,3,0.18,3,0.28,68471,188626,No,1502,0
7268769,74,Female,South,65386,794,25209,6266,-3702,45450,Retired,Widowed,Own,62,3,Business,20,0.79,2,0.22,145253,289096,Yes,1327,0
1633277,72,Female,South,67054,607,24838,-183,33079,54045,Retired,Single,Mortgage,56,4,Education,16,0.74,3,0.24,19137,338112,No,809,0
7552539,33,Male,North,68766,796,23872,1690,8134,12074,Unemployed,Single,Own,39,4,Business,34,0.9,8,0.13,125508,-8421,Yes,642,0
7155671,31,Female,South,54885,652,8670,4405,38061,83918,Employed,Single,Mortgage,21,1,Education,37,0.43,6,0.02,56084,144008,No,1433,1
3484703,56,Female,East,61537,770,26145,4565,28687,36190,Self-Employed,Divorced,Own,28,1,Business,8,0.49,1,0.26,143980,139615,No,973,0
9262588,45,Male,East,85712,627,2533,709,28428,60175,Unemployed,Widowed,Rent,1,2,Business,10,0.59,5,0.05,171214,256920,No,1535,0
7183745,68,Female,West,46600,814,19791,3358,-6481,70684,Retired,Widowed,Own,84,2,Home,2,0.13,2,0.19,123245,275036,No,1562,1
7983253,66,Male,West,97734,615,24408,187,31985,36047,Self-Employed,Married,Rent,13,1,Home,35,0.81,9,0.11,170501,267689,No,975,0
5635458,26,Female,West,74349,643,17825,2421,24183,40114,Self-Employed,Married,Rent,13,2,Car,9,0.43,1,0.05,181923,177890,Yes,1097,1
6912895,57,Female,East,26964,822,32668,896,12012,45521,Retired,Single,Mortgage,43,2,Education,21,0.84,6,0.04,47753,218922,No,408,0
1681541,62,Male,East,58071,456,27240,3848,21420,42386,Retired,Married,Own,61,4,Education,33,0.46,2,0.21,102330,179416,No,615,0
5400600,70,Female,North,102700,678,11211,5218,25755,2077,Unemployed,Married,Own,19,5,Business,0,0.38,9,0.07,98266,116768,No,604,0
3312348,49,Male,North,68515,680,23835,571,10612,57236,Employed,Divorced,Own,8,5,Personal,15,0.15,8,0.29,138590,117995,No,629,0
7518113,86,Male,West,50631,768,4190,4058,6320,52089,Self-Employed,Married,Mortgage,91,5,Personal,7,0.17,7,0.03,66495,233487,No,825,0
7926953,86,Female,West,104979,715,24415,4033,8183,56022,Retired,Divorced,Mortgage,53,3,Education,25,0.12,7,0.05,86479,245520,No,1148,0
1831230,59,Female,South,52122,717,11912,2046,13165,70160,Self-Employed,Single,Mortgage,95,2,Home,32,0.6,5,0.24,90099,206635,No,353,1
5345619,70,Other,East,94777,583,-2552,2533,-1241,37334,Self-Employed,Divorced,Own,83,5,Car,4,0.9,1,0.29,39324,301983,No,1270,1
9545741,76,Female,East,85683,803,27395,1288,23017,44283,Unemployed,Widowed,Mortgage,93,5,Education,31,0.5,2,0.14,121925,139529,No,1405,0
3485428,56,Female,North,58100,681,5892,4029,44909,56553,Self-Employed,Widowed,Rent,9,3,Education,6,0.24,9,0.07,117610,139292,No,1747,0
3037916,32,Male,East,97714,693,28460,2444,25523,66128,Employed,Married,Mortgage,13,3,Education,31,0.2,1,0.3,95927,187938,No,1168,0
6432535,88,Female,West,63881,460,37616,3030,41779,42672,Unemployed,Divorced,Rent,4,3,Personal,4,0.78,4,0.05,118160,187013,No,950,0
598260,46,Female,West,49429,734,8931,3599,34648,78918,Retired,Single,Own,65,4,Education,26,0.6,7,0.15,48074,196587,No,745,0
527633,20,Male,West,58826,759,3439,1542,18377,42488,Retired,Single,Rent,34,3,Personal,11,0.62,8,0.04,154923,294495,No,908,0
9257136,27,Male,East,-873,624,28442,3675,21127,64210,Self-Employed,Widowed,Rent,91,1,Personal,10,0.31,9,0.15,144960,225156,No,1457,0
703692,46,Male,South,72196,668,26299,2715,2885,77616,Employed,Widowed,Own,96,3,Car,19,0.33,1,0.03,55059,226980,No,-601,0
2425153,52,Male,North,51515,627,2255,2548,16166,53885,Unemployed,Divorced,Rent,10,1,Home,16,0.75,0,0.06,-25759,122853,No,1152,0
5201481,23,Female,North,111231,491,17282,3563,21187,87250,Unemployed,Widowed,Rent,23,5,Personal,19,0.5,1,0.16,81208,321055,No,1009,0
603392,29,Male,South,69706,568,8229,4683,6230,58236,Retired,Widowed,Mortgage,91,5,Education,8,0.42,5,0.2,83836,179518,No,1339,0
5741732,55,Male,North,111375,574,15439,4059,38419,30699,Employed,Married,Own,78,5,Personal,29,0.87,7,0.12,168234,121069,No,351,1
6550560,36,Male,East,59676,615,10158,4554,34601,40385,Self-Employed,Widowed,Own,85,5,Personal,15,0.27,5,0.24,21652,293331,No,1830,1
6038534,84,Female,South,21763,462,24948,2670,40616,37334,Retired,Widowed,Rent,50,4,Home,39,0.44,9,0.16,62051,127860,No,1097,0
6101976,25,Male,East,108672,498,37042,2786,25374,32942,Retired,Single,Mortgage,44,3,Home,26,0.58,2,0.02,130795,1504,Yes,1028,1
4520867,25,Male,South,51713,592,17985,1794,-8302,47310,Employed,Married,Mortgage,26,4,Business,22,0.66,1,0.08,215753,290213,Yes,1153,0
1527484,64,Female,South,70777,585,17456,2663,24885,75067,Unemployed,Single,Own,76,1,Business,12,0.79,1,0.25,122084,153722,No,1040,1
7398117,21,Female,East,79212,756,25514,-682,10818,79059,Retired,Widowed,Own,18,1,Education,25,0.89,8,0.29,167512,149467,No,1717,0
