person_id,age,gender,region,annual_income,credit_score,loan_amount,monthly_expense,savings_balance,investment_amount,employment_status,marital_status,home_ownership,credit_card_usage,num_credit_cards,loan_purpose,employment_years,debt_to_income_ratio,late_payment_history,savings_rate,housing_market_exposure,stock_market_exposure,bankruptcy_history,monthly_loan_installment,loan_default
7378616,63,Male,East,38371,641,25200,4194,36724,40831,Retired,Married,Mortgage,30,4,Education,18,0.46,2,0.19,108146,157012,No,1247,0
3246895,43,Male,North,5551,818,15585,1749,12130,62763,Unemployed,Single,Mortgage,16,2,Business,7,0.7,7,0.14,106549,384187,Yes,1711,0
2257730,22,Female,East,74897,656,40084,3268,-7429,55847,Retired,Divorced,Mortgage,24,1,Education,7,0.77,2,0.04,50573,308471,No,1411,0
2383301,69,Female,North,118186,542,23866,2805,31816,29723,Retired,Married,Rent,70,3,Home,39,0.35,9,0.05,62117,248887,No,1437,0
4703648,71,Male,South,98109,604,37966,-275,5614,49740,Unemployed,Single,Mortgage,22,4,Car,29,0.55,0,0.23,78037,363084,No,1080,0
485281,50,Female,North,124607,712,26680,2701,36868,63957,Retired,Married,Rent,60,5,Car,13,0.36,6,0.28,47874,178618,Yes,1768,1
8434474,67,Female,North,67088,870,25476,3697,-977,27987,Self-Employed,Single,Mortgage,40,5,Education,6,0.44,5,0.14,156540,171903,No,763,0
1275779,55,Male,East,100347,639,10821,2892,20283,36342,Self-Employed,Widowed,Mortgage,50,1,Home,24,0.78,8,0.07,81436,298431,No,1015,0
4012491,44,Male,East,15832,654,22582,3237,23834,25714,Employed,Single,Rent,58,2,Business,1,0.41,8,0.15,98557,183929,No,2475,0
5952975,32,Female,East,69747,551,12826,4101,27822,81530,Employed,Married,Own,85,1,Car,17,0.32,9,0.16,146242,52694,No,1460,0
9851831,78,Female,East,41076,575,13548,3105,139,72741,Self-Employed,Married,Rent,94,4,Education,5,0.71,3,0.28,-5150,232162,No,1693,1
5780571,38,Female,South,26380,547,21216,3360,20568,63034,Self-Employed,Widowed,Own,53,3,Education,34,0.87,1,0.25,76513,421251,No,276,0
3486798,63,Male,South,101535,787,32323,3769,22410,32467,Retired,Widowed,Rent,53,2,Home,27,0.57,6,0.16,134585,357851,No,934,0
5528573,86,Male,West,71740,534,4009,3211,5098,68248,Self-Employed,Married,Rent,59,4,Home,31,0.28,8,0.11,96964,54720,No,1341,0
6937593,23,Male,North,46608,484,9372,3064,20297,18130,Employed,Widowed,Mortgage,96,2,Home,28,0.41,3,0.17,30405,124263,No,748,1
953367,55,Male,East,-858,816,4909,3685,24960,53146,Retired,Single,Rent,4,1,Home,12,0.73,1,0.24,196215,245441,Yes,948,0
9409249,79,Male,South,57808,814,35804,2497,23963,47129,Employed,Widowed,Rent,46,5,Personal,18,0.38,0,0.25,123508,189407,No,550,1
5716235,79,Male,North,62950,733,9927,4250,19250,47791,Employed,Widowed,Rent,65,5,Car,35,0.64,2,0.28,138491,396565,No,1357,0
5569202,63,Female,West,104080,538,13686,2409,36073,55157,Unemployed,Divorced,Mortgage,39,1,Education,25,0.37,7,0.06,98969,181163,No,1977,0
538052,30,Male,North,29146,544,14652,5927,38540,42147,Unemployed,Divorced,Rent,71,1,Personal,18,0.19,1,0.04,7372,191675,No,1037,0
2715225,20,Female,North,84773,799,14527,4901,21706,52126,Unemployed,Single,Rent,37,4,Home,18,0.66,2,0.07,91197,332130,No,1325,0
6873849,23,Male,North,40834,494,15540,3429,30831,21811,Employed,Divorced,Rent,34,1,Personal,24,0.87,0,0.24,44710,120825,No,1105,0
6901981,25,Female,South,77301,692,16301,1933,5068,33715,Unemployed,Single,Rent,14,3,Business,25,0.69,0,0.07,122164,-7193,No,1353,0
3327615,61,Male,North,66869,688,25700,3655,46891,77142,Unemployed,Widowed,Mortgage,69,2,Business,17,0.12,1,0.28,195182,200340,No,1084,0
7369960,50,Male,West,74458,582,19402,2196,26992,27513,Retired,Divorced,Mortgage,74,4,Home,16,0.51,3,0.11,70128,210585,Yes,471,0
4760009,67,Male,North,44460,646,14404,1699,27983,40507,Unemployed,Married,Own,55,5,Personal,15,0.27,7,0.27,137373,80205,No,810,0
7366264,28,Male,West,107617,569,-5269,6604,26864,40967,Unemployed,Married,Own,88,3,Home,21,0.55,2,0.02,80202,115834,No,1641,0
9055893,45,Female,North,64965,611,29945,869,5061,35199,Retired,Single,Mortgage,58,3,Education,3,0.68,1,0.25,125813,142031,No,1036,0
8474164,87,Female,East,18186,683,7422,5079,26055,77497,Retired,Divorced,Mortgage,17,3,Business,28,0.55,3,0.07,70264,8001,Yes,688,0
8220852,58,Male,South,57199,528,17727,2871,-6284,25044,Self-Employed,Married,Mortgage,64,2,Home,27,0.42,9,0.14,148292,171366,No,645,0
6731118,33,Female,East,69589,597,34706,3769,3907,38331,Retired,Divorced,Mortgage,26,4,Business,14,0.59,4,0.21,75235,51741,Yes,1116,1
8508598,85,Male,South,62965,642,20479,4815,9086,59652,Self-Employed,Single,Rent,28,2,Home,24,0.32,5,0.15,83935,211543,No,714,0
3403217,65,Male,West,92742,757,18776,1839,22109,41444,Employed,Widowed,Mortgage,41,3,Personal,2,0.23,2,0.24,117729,150309,Yes,622,0
8802413,73,Female,East,77998,550,16859,3492,19325,23285,Unemployed,Divorced,Mortgage,82,3,Home,11,0.67,7,0.24,60115,126180,Yes,781,1
9651970,81,Male,East,50968,763,5504,1018,26502,49281,Employed,Single,Own,25,5,Car,22,0.66,9,0.17,63164,349739,No,459,0
2025551,76,Male,North,20270,653,14941,5122,52564,10599,Self-Employed,Married,Own,50,5,Education,32,0.19,3,0.23,159337,238915,No,942,0
7264951,79,Female,East,17493,694,33110,1883,1208,32700,Unemployed,Divorced,Rent,39,1,Business,7,0.21,2,0.17,140389,29406,Yes,1587,1
5411790,28,Other,West,5958,768,13982,2329,-1622,60908,Self-Employed,Divorced,Own,24,1,Personal,31,0.33,4,0.19,98594,232038,No,830,0
3587164,35,Female,North,108847,856,29312,2130,26682,94670,Unemployed,Widowed,Rent,27,3,Personal,31,0.62,1,0.19,156297,264271,No,-31,0
2108841,36,Female,East,81634,680,10073,3104,25284,41677,Unemployed,Married,Own,68,2,Education,20,0.21,4,0.17,101132,224077,Yes,1894,0
4118884,72,Female,North,54962,570,6935,1981,-6767,71234,Unemployed,Divorced,Mortgage,39,5,Personal,11,0.65,9,0.07,131012,338796,No,711,1
8301066,43,Male,East,31174,570,23224,814,20739,60627,Unemployed,Widowed,Mortgage,29,4,Education,15,0.18,8,0.05,117552,174556,No,694,0
3262747,23,Female,North,66128,808,15407,3191,25307,67108,Unemployed,Single,Mortgage,64,1,Personal,6,0.35,7,0.27,96138,134842,No,733,0
5455883,21,Male,North,56869,665,26032,703,16182,62834,Employed,Married,Rent,63,4,Business,20,0.31,1,0.09,61126,324522,No,942,1
2404640,46,Female,North,68353,602,13151,2511,16942,88873,Employed,Divorced,Mortgage,20,5,Home,31,0.35,1,0.28,197499,28865,No,392,0
8043985,76,Female,North,47336,661,20688,3818,9163,14842,Unemployed,Divorced,Mortgage,84,1,Home,28,0.66,9,0.06,126846,104713,No,1190,0
354771,34,Male,West,62029,531,17799,4797,39123,30554,Self-Employed,Married,Mortgage,56,3,Education,11,0.31,1,0.26,-24037,131538,No,1822,0
3716916,60,Female,East,58579,687,2798,2955,18922,64004,Retired,Married,Mortgage,82,2,Personal,33,0.11,2,0.14,88150,165880,No,1207,0
9423552,83,Female,South,81511,578,40575,3147,9166,23613,Employed,Divorced,Rent,73,5,Education,37,0.39,9,0.18,153269,197514,No,452,0
9545207,51,Female,East,64168,742,20730,2768,14791,4506,Retired,Widowed,Rent,91,1,Car,29,0.74,4,0.06,93575,194799,No,725,0
9465558,25,Male,West,39359,556,20586,5074,31811,80565,Employed,Single,Mortgage,38,4,Business,25,0.56,2,0.23,96573,434731,No,947,0
4801486,30,Male,East,36485,744,30477,6134,34981,54493,Self-Employed,Divorced,Rent,13,1,Education,22,0.31,6,0.16,70349,248333,No,752,0
484186,25,Female,East,34491,766,32041,1392,45646,56571,Employed,Single,Rent,85,4,Education,25,0.23,9,0.1,95070,155807,No,370,0
5921721,82,Female,North,38300,609,28227,5695,22840,50789,Unemployed,Divorced,Rent,99,3,Business,23,0.16,7,0.13,142818,26381,No,1136,0
2906357,60,Male,North,79587,411,41190,5426,26544,44746,Self-Employed,Widowed,Own,18,1,Car,17,0.17,8,0.28,70171,189732,No,738,1
4167617,56,Male,East,29977,436,29337,2717,8087,70584,Employed,Single,Rent,31,3,Home,1,0.54,1,0.11,155136,230016,No,584,0
6608329,76,Male,South,115697,777,18436,2259,28004,42475,Unemployed,Married,Mortgage,38,1,Education,27,0.27,1,0.26,26584,231457,No,-138,0
740512,61,Female,South,86604,669,20336,3488,19256,46685,Self-Employed,Single,Own,96,3,Car,23,0.26,9,0.06,53176,293994,No,1327,0
8707270,26,Male,South,15862,712,11332,2448,36175,70424,Retired,Single,Own,12,1,Car,19,0.88,1,0.21,104353,91072,No,717,0
650157,54,Male,West,87417,625,14506,4161,22963,56795,Retired,Single,Mortgage,40,1,Education,24,0.25,2,0.16,126178,4820,No,1187,0
1542699,53,Male,West,66779,699,7565,1835,40145,51779,Self-Employed,Married,Mortgage,7,2,Personal,15,0.14,3,0.03,48222,399216,No,895,1
3246474,45,Female,North,54601,626,15983,1748,19763,6468,Retired,Widowed,Own,76,5,Personal,12,0.61,5,0.11,204041,185305,Yes,1497,0
2028220,59,Female,West,19008,504,5693,2442,31888,35683,Unemployed,Divorced,Rent,69,1,Business,2,0.33,8,0.3,90052,91191,No,1355,1
7758929,60,Female,East,55282,522,38210,2231,8213,52607,Unemployed,Married,Own,46,4,Personal,15,0.62,9,0.23,166842,138605,Yes,1355,1
9654150,59,Male,East,98940,559,27459,3360,7059,38142,Self-Employed,Widowed,Rent,22,2,Personal,2,0.39,9,0.04,-5230,197204,No,1966,1
6620824,83,Female,East,30335,508,25451,1257,20352,51650,Self-Employed,Married,Rent,59,3,Car,35,0.72,7,0.03,156124,329044,No,702,1
3291309,72,Male,South,46422,658,16375,3347,21854,83368,Retired,Widowed,Own,76,1,Home,1,0.62,9,0.14,81758,110802,No,1118,0
6297905,89,Female,East,44999,603,30968,3867,21340,62469,Retired,Married,Mortgage,53,1,Personal,26,0.7,5,0.06,104610,123747,No,528,0
672648,65,Female,South,81048,764,10265,3942,-3616,-7444,Retired,Divorced,Rent,75,4,Home,35,0.33,1,0.14,114152,17587,No,1431,0
9610681,39,Male,West,110540,493,8979,1888,31251,41555,Retired,Single,Mortgage,79,2,Education,1,0.62,3,0.28,92724,277157,No,280,0
9697943,44,Female,West,72759,697,23968,4806,12369,53283,Self-Employed,Single,Own,82,3,Personal,19,0.62,9,0.04,53007,112626,No,1651,0
6259328,84,Female,West,101566,760,26510,3559,46107,60571,Retired,Divorced,Rent,17,1,Home,11,0.52,0,0.18,131467,373263,Yes,1503,0
5833555,30,Male,North,40787,701,31132,3599,23561,50228,Self-Employed,Single,Mortgage,0,5,Home,21,0.23,6,0.16,150221,202176,No,1134,0
6637844,62,Male,South,19713,665,20096,3711,10072,28457,Employed,Divorced,Rent,67,3,Education,30,0.6,5,0.2,210173,254382,No,1832,1
3796794,43,Female,East,80751,741,25954,1186,30677,52121,Self-Employed,Married,Rent,70,5,Personal,32,0.72,7,0.02,50069,140842,No,1109,0
1895589,26,Female,South,34278,849,16737,3258,54768,68076,Employed,Widowed,Mortgage,63,4,Personal,31,0.21,5,0.29,236093,122207,No,815,0
8880729,71,Female,West,68689,669,15242,4977,373,63539,Employed,Widowed,Rent,59,5,Home,9,0.9,2,0.21,164212,220282,No,1466,0
8711869,44,Male,South,69398,808,32458,3217,13222,55962,Employed,Widowed,Own,4,1,Home,12,0.12,3,0.27,73647,339901,No,1338,0
8321731,51,Male,North,30492,607,11684,2725,54871,66217,Employed,Widowed,Mortgage,51,2,Home,9,0.73,7,0.29,173720,204898,No,1158,1
9250212,18,Female,South,57689,805,34818,630,24402,37595,Self-Employed,Single,Mortgage,94,5,Car,9,0.36,3,0.16,136538,274264,No,425,0
7287059,49,Female,West,24319,737,27052,2497,23115,63421,Employed,Divorced,Rent,40,5,Business,11,0.54,0,0.25,98916,198759,No,493,0
1503299,88,Female,North,119662,613,10399,1066,28225,58029,Employed,Divorced,Own,82,4,Car,6,0.71,0,0.09,69294,282165,No,200,0
399479,84,Male,West,65683,699,9870,1984,16446,60295,Self-Employed,Married,Rent,90,3,Education,15,0.5,6,0.23,165947,-45008,Yes,1698,0
5962603,37,Male,West,55718,806,18784,1756,39216,51639,Unemployed,Widowed,Rent,28,1,Home,3,0.37,8,0.14,101774,155893,No,1052,0
801697,52,Female,West,40769,741,33957,4630,20951,47355,Retired,Widowed,Own,0,2,Business,9,0.61,7,0.05,37583,228127,No,1078,1
9204389,34,Female,East,95502,596,7526,3480,9305,30909,Self-Employed,Married,Mortgage,60,5,Personal,5,0.82,3,0.1,88545,338086,No,1441,0
5049574,35,Female,West,42025,712,19798,2874,17403,30388,Self-Employed,Single,Mortgage,45,5,Personal,7,0.87,9,0.13,-16160,87727,No,923,0
6929657,62,Male,East,27776,509,13727,5899,38088,62728,Unemployed,Single,Mortgage,42,1,Home,24,0.6,7,0.03,84809,123028,No,495,0
4959059,70,Female,North,66687,483,16229,-514,26559,28471,Retired,Divorced,Own,74,5,Education,4,0.24,3,0.07,85560,153053,No,131,0
8003539,85,Female,East,80128,474,20811,3086,21521,51990,Self-Employed,Single,Mortgage,82,1,Education,29,0.66,6,0.13,129182,292344,No,249,0
4478375,82,Other,South,56582,659,10478,3993,32062,37921,Unemployed,Married,Rent,21,5,Business,7,0.38,7,0.16,127078,198115,Yes,1208,0
1817948,18,Male,North,81689,702,29798,3370,-56,45722,Self-Employed,Married,Own,52,4,Personal,39,0.66,1,0.27,118627,110086,Yes,1848,1
2857501,75,Female,South,72845,532,13144,2594,18157,18324,Unemployed,Single,Mortgage,88,5,Personal,36,0.35,4,0.03,86209,248186,No,1358,1
4343720,43,Male,East,69589,737,26614,3729,10254,48072,Employed,Divorced,Rent,72,5,Home,3,0.51,9,0.1,36489,147310,No,1133,1
5889150,37,Male,South,46448,689,15081,1458,690,74007,Self-Employed,Married,Own,30,1,Business,7,0.38,2,0.29,104067,187823,No,566,0
3587928,27,Male,North,65560,655,20606,2526,52024,29126,Retired,Widowed,Rent,17,2,Home,10,0.69,7,0.1,85324,243003,No,1158,0
8384693,76,Female,East,16124,546,16228,2602,20151,50967,Unemployed,Widowed,Own,71,4,Personal,17,0.16,9,0.14,87552,177233,No,1340,0
1382089,58,Male,South,63498,754,23606,3032,11206,62665,Employed,Married,Rent,31,5,Education,6,0.51,4,0.09,55325,329394,Yes,1270,1
2508071,22,Male,South,55543,658,21837,2297,12465,72889,Retired,Single,Own,2,2,Car,9,0.44,6,0.06,51961,365104,No,1124,1
9396131,82,Female,South,110825,644,15477,5086,30832,63216,Self-Employed,Divorced,Mortgage,37,5,Business,9,0.37,7,0.27,116360,253378,No,514,0
4630081,34,Male,West,63896,624,24101,2961,12560,67651,Unemployed,Divorced,Mortgage,62,5,Home,5,0.65,5,0.05,-570,291073,No,981,0
1065046,39,Female,South,119498,652,27437,916,14742,59239,Retired,Single,Mortgage,82,1,Personal,6,0.36,9,0.15,78935,203342,No,1153,0
9308984,58,Female,North,62483,560,21324,2167,23516,54435,Employed,Divorced,Own,97,4,Home,0,0.46,8,0.22,68124,16481,No,557,0
5277946,85,Male,East,99572,898,18285,4869,25360,45755,Retired,Single,Mortgage,94,4,Personal,27,0.44,2,0.07,80032,-40571,Yes,1298,1
1170309,86,Male,West,23236,653,34110,2982,17922,85531,Retired,Married,Mortgage,45,4,Home,18,0.1,1,0.18,100276,300572,No,238,1
5050487,28,Male,East,75379,668,14267,3462,24599,62641,Employed,Married,Own,25,1,Personal,19,0.41,1,0.29,37616,77319,No,944,0
4027264,73,Male,North,33819,680,25555,1028,-2571,71147,Employed,Widowed,Mortgage,71,2,Home,31,0.25,0,0.07,191906,22732,No,976,0
7412734,68,Female,East,68076,691,19568,4877,24170,74196,Self-Employed,Widowed,Mortgage,83,2,Car,6,0.68,7,0.17,169460,212137,No,983,0
1396441,38,Female,North,51882,547,20376,334,8136,36364,Self-Employed,Widowed,Own,39,2,Business,22,0.22,7,0.28,92066,160778,Yes,692,0
8925056,43,Male,South,39118,726,29188,2460,4942,90119,Unemployed,Single,Rent,86,3,Personal,32,0.18,9,0.14,152227,273860,No,1136,0
9714477,36,Female,South,80909,616,15695,3260,44625,57772,Retired,Widowed,Rent,16,4,Business,33,0.49,2,0.28,95415,206465,No,823,0
7588336,77,Female,South,88260,621,7093,4032,30451,67311,Self-Employed,Married,Rent,79,1,Car,36,0.76,6,0.25,51094,88516,Yes,926,0
1261849,88,Male,West,10871,785,14467,3698,-2377,77994,Employed,Widowed,Own,24,3,Car,3,0.33,8,0.11,41772,141449,No,1024,0
1714093,64,Male,West,82148,664,18112,2054,-12315,73863,Retired,Divorced,Mortgage,89,2,Personal,27,0.67,8,0.21,79154,7209,No,856,1
2300787,88,Male,West,77060,746,16638,1462,19759,79865,Retired,Single,Own,97,4,Home,5,0.54,4,0.02,74685,149021,No,1392,0
4101452,43,Female,East,92620,702,7796,2550,26869,41576,Self-Employed,Widowed,Own,87,5,Car,12,0.29,2,0.09,55364,104803,No,1086,0
6366467,57,Male,West,80031,644,24040,1251,19610,54867,Self-Employed,Divorced,Own,73,5,Car,16,0.47,1,0.04,97926,150848,No,1276,0
9440291,22,Female,West,87704,903,23868,2471,10606,46067,Retired,Single,Rent,27,5,Education,12,0.66,4,0.15,19790,241423,No,1228,0
5141845,38,Female,West,60832,522,13508,1585,-7805,56681,Retired,Divorced,Own,90,2,Business,30,0.53,2,0.2,5217,234322,No,589,0
1903489,57,Female,West,29554,621,15227,595,12546,39171,Retired,Married,Rent,12,4,Business,11,0.17,8,0.03,51695,197228,No,545,0
4250090,40,Male,North,40731,617,14857,4506,26493,53088,Retired,Divorced,Mortgage,81,5,Car,0,0.64,3,0.05,34020,215416,No,518,0
5788049,32,Female,West,31832,635,20054,3002,25740,52134,Employed,Widowed,Own,91,3,Personal,36,0.85,6,0.17,212327,146966,Yes,1440,0
6435968,25,Male,East,29257,561,39289,6527,17429,50369,Employed,Divorced,Own,45,2,Home,9,0.69,4,0.28,48624,211793,No,690,0
7068146,58,Male,East,49139,573,22844,3078,10081,17613,Employed,Married,Rent,35,2,Home,4,0.73,5,0.13,110572,267565,No,1630,1
7650204,36,Female,South,12794,701,15773,2963,42638,40097,Unemployed,Widowed,Mortgage,37,2,Education,3,0.53,8,0.09,102621,201258,No,1444,0
1324775,63,Male,North,59338,595,32652,4028,20164,62176,Retired,Widowed,Own,63,5,Home,26,0.6,8,0.17,105242,112098,Yes,1388,0
5584133,45,Female,North,66136,736,28528,5744,24525,54027,Self-Employed,Divorced,Own,61,1,Education,38,0.7,0,0.04,64667,163514,No,1103,0
6615848,85,Male,West,51028,539,21474,446,12923,54601,Retired,Married,Mortgage,84,4,Car,18,0.29,5,0.04,88714,75698,No,1034,0
2848360,32,Female,North,19664,690,19045,2476,5395,64473,Unemployed,Divorced,Rent,22,4,Personal,36,0.37,9,0.15,125406,206782,No,915,0
1245306,54,Male,East,39012,659,25499,2163,38589,68575,Employed,Divorced,Rent,98,4,Home,26,0.62,1,0.03,108629,107641,No,170,0
6102328,18,Male,West,72001,685,11836,1637,18331,79994,Retired,Divorced,Rent,38,1,Car,38,0.12,7,0.22,13378,272351,No,1388,0
1724325,84,Female,North,79024,822,5829,1516,1762,36753,Retired,Divorced,Rent,97,4,Car,36,0.32,5,0.26,127803,307350,No,1087,1
347585,41,Male,South,69130,608,14485,4022,28343,55243,Employed,Divorced,Own,21,2,Education,1,0.53,2,0.04,-31036,300704,No,1323,0
8781362,44,Female,South,14154,678,22018,4676,17760,75967,Self-Employed,Married,Mortgage,56,4,Personal,21,0.64,3,0.18,46415,76019,No,203,0
9270550,57,Female,South,84611,525,30594,3879,44707,69119,Self-Employed,Married,Own,82,2,Car,2,0.36,1,0.22,109142,289446,No,1263,0
3302804,80,Male,South,112569,661,15945,1303,39323,37836,Employed,Married,Own,23,1,Car,32,0.14,7,0.06,138609,84840,Yes,604,0
2820366,78,Male,East,47687,834,31140,3462,2001,70504,Unemployed,Married,Rent,85,3,Business,33,0.72,7,0.2,55910,153565,No,819,0
655816,53,Male,North,101893,731,16363,1865,30688,41438,Unemployed,Married,Rent,50,2,Education,37,0.37,0,0.28,109216,211310,No,2448,0
299813,41,Female,North,29371,723,42422,2457,11482,56442,Unemployed,Widowed,Rent,14,1,Education,35,0.27,7,0.22,97777,94459,No,260,0
5522934,41,Male,East,124726,491,14379,3260,31946,50799,Unemployed,Single,Mortgage,96,3,Education,18,0.65,2,0.24,58607,41525,No,2033,0
5203401,21,Male,South,58474,787,12111,2431,15758,49932,Self-Employed,Single,Mortgage,66,4,Education,2,0.37,7,0.15,117178,289481,No,757,0
9426232,84,Female,North,77234,665,41588,3088,20902,84867,Retired,Divorced,Rent,3,4,Car,2,0.51,6,0.13,169817,326131,No,1560,0
3318124,51,Female,East,43093,565,21676,3323,26640,72761,Employed,Single,Mortgage,15,2,Car,29,0.81,1,0.07,50534,246187,No,694,0
7081676,74,Female,South,57796,761,14175,5022,18638,41255,Employed,Divorced,Mortgage,68,4,Car,17,0.28,9,0.16,95892,162786,No,1408,1
13910,66,Female,East,108516,590,15567,4163,46309,45677,Unemployed,Married,Rent,67,3,Personal,6,0.59,7,0.14,70277,208293,No,1735,0
1433152,70,Female,South,81089,762,1001,3005,37241,67150,Unemployed,Widowed,Mortgage,72,4,Home,28,0.6,1,0.13,57927,82646,No,1110,0
2651514,40,Female,East,75566,772,21494,328,26380,63923,Employed,Married,Own,31,1,Education,35,0.29,8,0.13,132217,359156,No,1405,0
8284427,86,Male,West,49488,724,17801,4039,45456,48257,Unemployed,Widowed,Mortgage,6,1,Car,39,0.7,0,0.15,39342,178836,No,1517,1
2416818,70,Female,West,58412,474,10199,4994,7196,86092,Retired,Married,Rent,56,1,Home,0,0.58,9,0.08,136537,150564,No,1411,1
494006,26,Male,East,65076,559,22369,6283,29314,63623,Unemployed,Married,Mortgage,50,2,Car,8,0.74,0,0.28,55813,251993,No,837,0
4803899,58,Male,North,49324,730,16659,2804,28991,69898,Employed,Single,Mortgage,13,4,Car,3,0.36,4,0.13,81974,143956,No,1701,1
3340361,74,Female,South,96164,582,17793,3060,17861,27182,Self-Employed,Married,Rent,5,3,Personal,7,0.61,5,0.02,176947,148932,No,772,0
8358506,77,Male,North,27606,649,32562,272,26977,44760,Employed,Widowed,Mortgage,24,3,Education,11,0.84,8,0.14,92347,310627,No,864,0
9836735,71,Female,East,73624,644,35316,2792,7277,762,Unemployed,Married,Own,10,4,Car,35,0.15,7,0.17,73222,78547,No,1084,1
274479,87,Female,South,79022,663,34791,3997,23151,23314,Retired,Divorced,Rent,59,3,Personal,31,0.58,6,0.02,40449,183226,No,1077,1
278253,74,Female,South,90892,738,25661,5580,24273,69997,Self-Employed,Married,Own,85,3,Personal,19,0.15,8,0.2,67469,356919,No,532,0
799770,27,Male,West,61118,733,25524,2705,29090,21771,Unemployed,Widowed,Own,14,5,Personal,15,0.38,6,0.18,56421,59426,No,1243,0
6229176,57,Male,East,60273,644,24485,1598,38695,53995,Retired,Single,Mortgage,35,4,Personal,34,0.51,6,0.12,59438,183404,No,1292,0
4591406,24,Female,West,25512,675,21779,2120,5137,72481,Unemployed,Married,Rent,98,1,Business,5,0.74,5,0.28,115933,95082,No,399,0
5869591,55,Female,East,62909,677,4908,5129,19291,40113,Employed,Married,Mortgage,27,2,Personal,2,0.1,4,0.08,7977,158382,No,483,0
9562966,78,Male,East,84202,733,30079,4568,27341,58706,Self-Employed,Widowed,Mortgage,84,2,Business,29,0.82,4,0.17,206862,264283,No,797,0
6109255,20,Male,West,54993,601,10911,1612,19811,41156,Retired,Married,Mortgage,70,4,Home,21,0.81,1,0.24,132372,255754,No,1441,0
9179155,68,Male,South,60938,560,23189,-58,19179,34010,Unemployed,Married,Rent,12,4,Personal,3,0.5,5,0.05,153695,361298,No,1390,0
7700598,64,Female,North,48250,589,24429,623,14555,53338,Retired,Widowed,Own,4,5,Education,39,0.16,5,0.14,144343,192223,No,1560,0
4048174,85,Female,South,73563,724,12567,4351,5830,35745,Unemployed,Widowed,Rent,58,2,Car,12,0.54,5,0.2,73787,296857,No,984,0
2963381,55,Male,West,53917,569,17878,2361,59060,23988,Employed,Widowed,Rent,3,5,Business,20,0.45,4,0.17,77481,9473,No,595,0
7905527,53,Male,North,68664,505,23611,4172,13910,70632,Retired,Married,Rent,78,4,Car,15,0.4,4,0.3,58689,225456,No,1444,0
6675256,58,Female,North,52880,674,18376,3157,-2644,46678,Unemployed,Widowed,Own,58,3,Education,9,0.83,8,0.26,90725,251656,No,980,0
3114364,86,Female,North,94063,510,20395,1270,40122,51516,Employed,Widowed,Own,13,4,Business,32,0.34,4,0.22,52371,198607,No,1658,0
2233032,30,Male,West,113765,674,17407,1241,48917,51228,Retired,Divorced,Mortgage,0,4,Education,23,0.2,1,0.15,-8223,153902,No,1523,1
1737950,75,Male,East,60397,693,31968,4682,10669,25235,Employed,Widowed,Mortgage,56,2,Car,27,0.23,6,0.12,188315,147534,Yes,1154,0
3849543,67,Female,South,78439,520,25605,1457,22388,29215,Unemployed,Single,Mortgage,39,5,Personal,18,0.15,2,0.26,123549,307541,No,704,1
2184646,47,Female,East,61382,563,20744,4741,12324,43524,Unemployed,Divorced,Own,92,3,Education,32,0.67,2,0.05,177029,177588,No,313,0
4567351,79,Male,North,88148,659,43390,3350,37979,26015,Unemployed,Widowed,Mortgage,8,4,Business,35,0.45,1,0.19,117819,103264,No,895,0
2240209,42,Female,North,11789,504,3900,3682,34531,84177,Self-Employed,Single,Rent,15,3,Business,33,0.43,3,0.04,-36066,55217,No,299,0
8380239,44,Female,North,-1643,525,27496,3966,32844,84629,Retired,Single,Rent,71,1,Education,26,0.58,3,0.02,69601,29670,No,1117,0
2021485,68,Female,West,64947,717,20068,3395,-4743,29133,Unemployed,Widowed,Own,74,3,Car,30,0.65,7,0.12,95312,79298,No,966,0
8452910,74,Male,East,65709,707,13284,5503,20241,62007,Unemployed,Married,Mortgage,13,1,Education,7,0.7,6,0.12,156003,56783,No,-131,0
3375025,64,Other,East,66388,494,4593,3792,23696,64694,Employed,Married,Rent,4,5,Education,13,0.43,9,0.21,98219,144425,No,1687,0
252069,56,Female,East,33421,730,17594,2924,-9447,64067,Unemployed,Divorced,Mortgage,94,5,Home,24,0.6,3,0.03,96972,187137,No,1215,0
588370,33,Male,East,74616,594,13082,4922,3682,79728,Employed,Widowed,Own,85,1,Home,14,0.58,6,0.1,93958,279797,No,1818,0
4317942,39,Male,North,110294,532,21880,5222,8028,56235,Retired,Widowed,Own,3,4,Home,1,0.31,5,0.06,36558,308371,No,1389,0
728836,71,Female,West,95226,661,38794,2648,1913,97690,Retired,Married,Mortgage,97,4,Business,7,0.51,7,0.2,76818,208786,No,1609,0
807874,38,Male,South,59462,669,22420,3164,15839,37357,Self-Employed,Divorced,Rent,75,1,Business,38,0.45,9,0.15,81376,8488,No,770,0
2958060,89,Female,East,72031,552,25569,3253,23494,71653,Employed,Single,Rent,41,2,Home,18,0.6,0,0.04,49703,-107894,No,1105,0
451601,33,Female,West,66270,665,11901,3757,36687,55316,Employed,Single,Rent,3,3,Education,22,0.33,4,0.09,107569,430723,No,506,0
2480860,76,Female,South,42640,486,24041,3715,37633,69126,Unemployed,Single,Rent,91,5,Business,3,0.53,2,0.15,162066,336223,No,431,0
